"Study Area","Transect Name","Point Id","Date","Point Index","Direction","Canopy1","Canopy2","Canopy3","Top Layer","Height","Lower1","Lower2","Lower3","Lower4","Lower5","Lower6","Lower7","Lower8","Lower9","Lower10","Soil Surface","Thatch Indices Lower","Thatch Top Layer"
SMA-11-01,TOKA,TOKA-006,2018-04-19,23,306,,,,PHAQ,37,VUBR,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2018-04-19,24,306,,,,PHAQ,14,L,,,,,,,,,,S,,1
SMA-11-01,TOKA,TOKA-006,2018-04-19,25,306,,,,PHAQ,5,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2018-04-19,26,306,,,,VUBR,6,PHAQ,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2018-04-19,27,306,,,,DACA3,7,VUBR,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2018-04-19,28,306,,,,PHAQ,11,VUBR,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2018-04-19,29,306,,,,PHAQ,10,VUBR,VUBR,L,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-006,2018-04-19,30,306,,,,PHAQ,38,L,,,,,,,,,,S,,1
SMA-11-01,TOKA,TOKA-006,2018-04-19,31,306,,,,VUBR,4,DACA3,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2018-04-19,32,306,,,,NOPLANT,,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2018-04-19,33,306,,,,PHAQ,5,VUBR,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2018-04-19,34,306,,,,VUBR,4,DACA3,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2018-04-19,35,306,BAPI,,,NOPLANT,,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2018-04-19,36,306,,,,AICA,7,2GA,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2018-04-19,37,306,,,,PHAQ,43,,L,,,,,,,,,S,,1
SMA-11-01,TOKA,TOKA-006,2018-04-19,38,306,,,,PHAQ,35,VUBR,L,,,,,,,,,S,,1
SMA-11-01,TOKA,TOKA-006,2018-04-19,39,306,BAPI,,,2GA,1,WL,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2018-04-19,40,306,BAPI,,,PHAQ,4,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2018-04-19,41,306,,,,PHAQ,7,VUBR,2FA,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2018-04-19,42,306,BAPI,,,RUUR,12,VUBR,,,,,,,,,,S,1,0
SMA-11-01,TOKA,TOKA-006,2018-04-19,43,306,,,,NOPLANT,,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2018-04-19,44,306,,,,VUBR,4,,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2018-04-19,45,306,,,,VITE,30,PHAQ,VUBR,GEDI,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2018-04-19,46,306,,,,PHAQ,11,VUBR,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2018-04-19,47,306,BAPI,,,NOPLANT,,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2018-04-19,48,306,BAPI,,,RUAC3,1,,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2018-04-19,49,306,,,,PHAQ,10,VUBR,WL,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2018-04-19,50,306,,,,VUBR,18,PHAQ,WL,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,1,126,BAPI,,,PHAQ,70,GEDI,VUBR,VITE,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,2,126,,,,PHAQ,35,GEDI,VUBR,,,,,,,,,AM,,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,3,126,,,,PHAQ,40,VUBR,GEDI,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,4,126,,,,SCIRP,35,PHAQ,GEDI,2GP,,,,,,,,AM,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,5,126,,,,VUBR,45,VISA,VITE,PHAQ,GEDI,2GP,,,,,,S,5,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,6,126,,,,PHAQ,50,SCIRP,VISA,GEDI,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,7,126,BAPI,,,PHAQ,35,VITE,VUBR,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,8,126,,,,PHAQ,45,GEDI,VUBR,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,9,126,,,,VUBR,15,PHAQ,GEDI,LIBI5,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,10,126,,,,PHAQ,30,VUBR,LOCO6,GEDI,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,11,126,,,,PHAQ,30,GEDI,2GP,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,12,126,,,,PHAQ,17,LOCO6,GEDI,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,13,126,,,,PHAQ,25,GEDI,VUBR,BRHO2,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,14,126,,,,PHAQ,35,VUBR,GEDI,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,15,126,,,,VUBR,20,PHAQ,LIBI5,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,16,126,,,,PHAQ,50,VUBR,VISA,GEDI,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,17,126,,,,PHAQ,36,GEDI,VISA,VITE,2GP,,,,,,,AM,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,18,126,,,,PHAQ,30,VISA,GEDI,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,19,126,,,,PHAQ,35,GEDI,VUBR,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,20,126,,,,BRHO2,30,PHAQ,VUBR,VITE,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,21,126,,,,VUBR,20,PHAQ,GEDI,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,22,126,,,,VUBR,20,VISA,GEDI,VITE,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,23,126,,,,VUBR,35,VISA,GEDI,VITE,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,24,126,,,,PHAQ,25,GEDI,VISA,VUBR,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,25,126,,,,BRHO2,25,PHAQ,VITE,GEDI,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,26,126,,,,PHAQ,35,GEDI,VUBR,VITE,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,27,126,,,,PHAQ,55,GEDI,BRHO2,VUBR,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,28,126,,,,PHAQ,45,GEDI,BRHO2,VUBR,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,29,126,,,,PHAQ,45,BRHO2,GEDI,VUBR,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,30,126,,,,PHAQ,40,VUBR,BRHO2,GEDI,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,31,126,,,,PHAQ,50,GEDI,VUBR,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,32,126,,,,SIBE,15,VUBR,GEDI,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,33,126,,,,PHAQ,35,GEDI,2GP,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,34,126,,,,PHAQ,30,VITE,GEDI,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,35,126,,,,PHAQ,30,GEDI,2GP,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,36,126,,,,PHAQ,25,GEDI,VISA,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,37,126,,,,PHAQ,45,LOCO6,GEDI,ANAR,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,38,126,,,,PHAQ,40,BRHO2,LIBI5,LOCO6,2GA,2GP,,,,,,S,"4,5",0
SMA-11-01,TOKA,TOKA-006,2021-05-14,39,126,,,,PHAQ,30,BRHO2,VISA,LIBI5,GEDI,2GP,,,,,,S,5,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,40,126,,,,PHAQ,35,BRCA5,GEDI,LIBI5,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,41,126,,,,PHAQ,45,VITE,VISA,GEDI,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,42,126,,,,PHAQ,50,2GP,,,,,,,,,,S,1,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,43,126,,,,PHAQ,30,GEDI,2GP,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,44,126,,,,PHAQ,45,VISA,GEDI,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,45,126,,,,LIBI5,20,BRHO2,GEDI,VUBR,2GP,2GA,,,,,,S,"4,5",0
SMA-11-01,TOKA,TOKA-006,2021-05-14,46,126,,,,TRAN6,15,VUBR,LIBI5,LOCO6,2GA,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,47,126,,,,LIBI5,15,BRHO2,VITE,2GA,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,48,126,,,,VITE,35,BRHO2,LIBI5,PHAQ,,,,,,,,ABAL,,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,49,126,,,,BRHO2,40,VUBR,PHAQ,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,50,126,,,,LIBI5,25,VUBR,VITE,VISA,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,1,306,,,,PHAQ,40,VUBR,VITE,LOCO6,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,2,306,,,,PHAQ,55,BRHO2,VUBR,GEDI,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,3,306,,,,BRHO2,30,GEDI,VISA,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,4,306,,,,PHAQ,40,VUBR,BRHO2,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,5,306,RUUR,,,PHAQ,35,BRHO2,LIBI5,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,6,306,,,,BRHO2,35,PHAQ,LIBI5,GEDI,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,7,306,,,,PHAQ,40,HYRA3,VUBR,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,8,306,RUUR,,,LIBI5,30,VUBR,2GP,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,9,306,,,,PHAQ,45,GEDI,BRHO2,VUBR,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,10,306,BAPI,,,PHAQ,60,LIBI5,VUBR,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,11,306,BAPI,RUUR,,PHAQ,45,VITE,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,12,306,BAPI,,,PHAQ,50,VITE,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,13,306,BAPI,,,BRHO2,45,2GP,,,,,,,,,,S,1,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,14,306,BAPI,,,PHAQ,50,BRHO2,VITE,VUBR,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,15,306,BAPI,,,CAREX,50,PHAQ,VUBR,RUAC3,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,16,306,,,,PHAQ,45,BRHO2,VUBR,LIBI5,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,17,306,,,,PHAQ,40,BRHO2,VUBR,VISA,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,18,306,RUUR,,,BRHO2,60,PHAQ,VUBR,GEDI,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,19,306,,,,PHAQ,65,GEDI,2GP,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,20,306,BAPI,,,PHAQ,40,VITE,GEDI,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,21,306,BAPI,RUUR,,PHAQ,40,GEDI,VITE,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,22,306,,,,BRHO2,30,VUBR,PHAQ,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,23,306,,,,PHAQ,35,VUBR,LOCO6,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,24,306,,,,PHAQ,50,VITE,VUBR,2GP,2GA,,,,,,,S,"3,4",0
SMA-11-01,TOKA,TOKA-006,2021-05-14,25,306,BAPI,,,PHAQ,70,LOCO6,VUBR,VITE,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,26,306,BAPI,,,PHAQ,60,VITE,RUAC3,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,27,306,BAPI,,,PHAQ,50,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,28,306,BAPI,,,PHAQ,50,VUBR,2GP,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,29,306,BAPI,,,VITE,75,PHAQ,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,30,306,,,,RUAC3,10,PHAQ,VITE,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,31,306,,,,PHAQ,40,LOCO6,LIBI5,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,32,306,BAPI,,,PHAQ,60,GEDI,2GP,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,33,306,,,,PHAQ,50,LIBI5,2GP,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,34,306,BAPI,,,PHAQ,75,FESTU,VITE,GEDI,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,35,306,,,,PHAQ,25,BRHO2,LIBI5,VITE,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,36,306,,,,PHAQ,60,VISA,BRHO2,GEDI,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,37,306,,,,VISA,40,SIBE,VITE,BRHO2,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,38,306,,,,VUBR,15,DACA3,RORO,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,39,306,,,,VUBR,10,PLLA,DACA3,LOCO6,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,40,306,,,,SCIRP,50,VISA,PHAQ,SIBE,2GRAM,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,41,306,,,,LIBI5,15,AICA,PLLA,VITE,2GA,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,42,306,,,,VUBR,10,PLLA,GEDI,AICA,2GA,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,43,306,,,,PLLA,15,VITE,LIBI5,2GA,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,44,306,,,,PHAQ,55,PLLA,LIBI5,VUBR,GEDI,2GA,2GP,,,,,S,"5,6",0
SMA-11-01,TOKA,TOKA-006,2021-05-14,45,306,,,,VITE,20,DACA3,LIBI5,LOCO6,2GA,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,46,306,,,,PLLA,20,VUBR,2GA,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,47,306,,,,VUBR,10,PLLA,2GA,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,48,306,,,,PLLA,15,AICA,LIBI5,2GA,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,49,306,,,,LIBI5,10,PLLA,VUBR,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,2021-05-14,50,306,,,,RORO,10,2GA,,,,,,,,,,S,1,0
SMA-11-01,TOKA,TOKA-006,2024-06-13,1,126,,,,PHAQ,35,LOCO6,VUBR,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2024-06-13,2,126,,,,PHAQ,92,LIBI5,VUBR,RUUR,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2024-06-13,3,126,,,,LIBI5,31,LOCO6,BRDI2,,,,,,,,,AM,,0
SMA-11-01,TOKA,TOKA-006,2024-06-13,4,126,,,,PHAQ,65,LOCO6,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2024-06-13,5,126,,,,PHAQ,47,LOCO6,VUBR,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,2024-06-13,6,126,,,,PHAQ,32,LOCO6,L,,,,,,,,,S,,0
