Date,Time,Bat Volt Min Day (V),Dew Pt (°F),Latest Rain (In),Daily Rain (In),Pressure (inHg),RH (%),Temp (°F),Daily Max Temp (°F),Max Temp Time,Daily Min Temp (°F),Min Temp Time,Wind Dir (°),Wind Gust (mph),Wind Gst Dir (°),Wind Spd (mph)
12/2/2019,1400,12.25,54.3,0,0.3,30.02,88,57.7,60.1,1213,54.1,4,E | 100,16,ENE | 75,9
12/2/2019,1300,12.25,54.4,0,0.3,30.03,85,58.8,60.1,1213,54.1,4,E | 96,17.4,ESE | 119,9.1
12/2/2019,1200,12.25,54.3,0,0.3,30.04,87,58.1,58.6,1158,54.1,4,ESE | 114,16,ESE | 116,8
12/2/2019,1100,12.25,53.7,0,0.3,30.06,91,56.4,58,1054,54.1,4,ESE | 123,22.2,ESE | 119,9.2
12/2/2019,1000,12.25,52.7,0.07,0.3,30.05,92,55.1,57.2,806,54.1,4,ESE | 102,17.5,E | 92,8.4
12/2/2019,900,12.25,52.6,0.06,0.23,30.04,88,56.1,57.2,806,54.1,4,ESE | 117,19.2,SE | 139,11.3
12/2/2019,800,12.25,52.8,0,0.17,30.01,88,56.4,57.1,757,54.1,4,SE | 144,30.4,SE | 133,13
12/2/2019,700,12.28,52.2,0,0.17,30,86,56.3,56.9,546,54.1,4,SE | 142,28.5,SE | 141,15.2
12/2/2019,600,12.29,51.9,0,0.17,29.97,85,56.4,56.9,546,54.1,4,SE | 140,32.3,S | 171,16.5
12/2/2019,500,12.3,52.6,0.03,0.17,29.96,90,55.5,55.9,450,54.1,4,SE | 146,31.6,S | 171,17.6
12/2/2019,400,12.3,52.2,0.02,0.14,29.96,91,54.9,55.2,355,54.1,4,SE | 146,27.4,SSE | 164,16.9
12/2/2019,300,12.31,51.9,0.04,0.12,29.94,90,54.8,55,254,54.1,4,SE | 144,35.4,SE | 144,18
12/2/2019,200,12.32,51.9,0.03,0.08,29.94,91,54.4,54.6,57,54.1,4,SE | 144,31.2,ESE | 123,18.3
12/2/2019,100,12.32,52,0.05,0.05,29.95,92,54.3,54.6,57,54.1,4,SE | 146,35.2,SE | 130,17.2
12/2/2019,0,12.08,52.1,0.08,0.85,29.95,93,54.1,57,1925,52.5,204,SSE | 148,34.6,S | 186,16.7
12/1/2019,2300,12.08,52.2,0.12,0.77,29.95,92,54.4,57,1925,52.5,204,SSE | 149,34.7,SSE | 148,18.5
12/1/2019,2200,12.08,52.1,0.02,0.65,29.94,90,54.8,57,1925,52.5,204,SSE | 152,33.9,SE | 145,18.4
12/1/2019,2100,12.08,51.8,0.01,0.63,29.95,87,55.5,57,1925,52.5,204,SSE | 152,39.8,SSE | 162,21.6
12/1/2019,2000,12.08,51.4,0,0.62,29.91,82,56.7,57,1925,52.5,204,SSE | 152,49.2,SE | 146,25.9
12/1/2019,1900,12.08,51.5,0.01,0.62,29.88,85,56.1,56.8,1757,52.5,204,SSE | 149,47,SE | 129,23.1
12/1/2019,1800,12.08,51.2,0,0.61,29.88,83,56.3,56.8,1757,52.5,204,SSE | 148,46.2,SE | 140,25.4
12/1/2019,1700,12.08,51.1,0,0.61,29.88,84,55.8,56.3,1641,52.5,204,SE | 146,47.2,SSE | 155,25.3
12/1/2019,1600,12.08,52,0.03,0.61,29.86,89,55.2,55.9,1552,52.5,204,SSE | 148,46.4,SSE | 157,23.6
12/1/2019,1500,12.08,51.4,0.05,0.58,29.86,87,55.1,55.7,1428,52.5,204,SSE | 150,46,SE | 127,27.1
12/1/2019,1400,12.08,51.2,0.09,0.53,29.84,88,54.4,55,819,52.5,204,SSE | 147,50.8,SE | 141,25.5
12/1/2019,1300,12.08,51.3,0.04,0.44,29.87,89,54.4,55,819,52.5,204,SSE | 149,38.8,SSE | 153,23.1
12/1/2019,1200,12.08,51.6,0.03,0.4,29.88,90,54.3,55,819,52.5,204,SSE | 148,39.5,SSE | 164,21.4
12/1/2019,1100,12.08,51.2,0.02,0.37,29.9,89,54.4,55,819,52.5,204,SSE | 148,44.1,SSE | 162,23.2
12/1/2019,1000,12.08,50.8,0.03,0.35,29.89,87,54.5,55,819,52.5,204,SSE | 148,43.1,SE | 131,22.9
12/1/2019,900,12.08,50.9,0.03,0.32,29.89,88,54.4,55,819,52.5,204,SSE | 148,39.5,SSE | 159,21
12/1/2019,800,12.08,50.8,0.06,0.29,29.88,90,53.7,54.4,741,52.5,204,SSE | 150,40.8,SE | 127,23.4
12/1/2019,700,12.08,50.6,0.08,0.23,29.83,90,53.4,54.4,6,52.5,204,SSE | 152,41.6,SSE | 166,23.2
12/1/2019,600,12.08,50.3,0.05,0.15,29.83,90,53.2,54.4,6,52.5,204,SSE | 151,42.5,SSE | 163,25.1
12/1/2019,500,12.33,49.9,0.04,0.1,29.85,89,53.1,54.4,6,52.5,204,SSE | 152,44.1,S | 183,25
12/1/2019,400,12.33,49.7,0.02,0.06,29.82,87,53.5,54.4,6,52.5,204,SSE | 150,51.6,SSE | 155,28.9
12/1/2019,300,12.33,49.1,0.02,0.04,29.83,85,53.4,54.4,6,52.5,204,SSE | 149,48.4,SSE | 150,27.2
12/1/2019,200,12.33,48.8,0.01,0.02,29.83,84,53.5,54.4,6,53,110,SE | 145,54.8,SE | 129,26.8
12/1/2019,100,12.33,48.2,0.01,0.01,29.83,81,53.9,54.4,6,53.4,100,SSE | 147,48,SE | 140,25.9
12/1/2019,0,12.32,48.3,0,0.1,29.84,81,54,54.6,2256,41.6,1,SSE | 147,49.7,SSE | 158,28
11/30/2019,2300,12.32,47.4,0,0.1,29.82,79,53.9,54.6,2256,41.6,1,SSE | 148,47.8,SSE | 165,28.1
11/30/2019,2200,12.32,47.4,0.01,0.1,29.82,84,52.1,53,2159,41.6,1,SE | 146,48.6,SSE | 154,24.9
11/30/2019,2100,12.32,46.9,0,0.09,29.84,84,51.5,51.9,2028,41.6,1,SE | 143,49,SSE | 150,26.1
11/30/2019,2000,12.34,46.4,0.05,0.09,29.85,86,50.6,51,1857,41.6,1,SE | 143,47,SE | 125,24.9
11/30/2019,1900,12.34,45.4,0,0.04,29.84,84,50.2,51,1857,41.6,1,SE | 138,41.4,ESE | 121,23.2
11/30/2019,1800,12.34,44.8,0,0.04,29.85,83,49.8,50.7,1413,41.6,1,SE | 144,44.5,SE | 140,24.7
11/30/2019,1700,12.38,43.9,0,0.04,29.84,79,50.2,50.7,1413,41.6,1,SE | 136,41.7,SSE | 148,19.1
11/30/2019,1600,12.43,43.8,0,0.04,29.87,81,49.5,50.7,1413,41.6,1,ESE | 121,30.9,ESE | 112,13.6
11/30/2019,1500,12.43,43.5,0,0.04,29.87,77,50.4,50.7,1413,41.6,1,SE | 130,29,ESE | 114,16.2
11/30/2019,1400,12.43,43.8,0.01,0.04,29.88,80,49.6,50.5,1359,41.6,1,ESE | 120,31,SSE | 159,14.2
11/30/2019,1300,12.43,43.5,0,0.03,29.91,85,47.9,49,1054,41.6,1,E | 101,22.2,ESE | 107,11.1
11/30/2019,1200,12.43,42.3,0.02,0.03,29.95,80,48,49,1054,41.6,1,ESE | 107,20.8,ESE | 103,10.9
11/30/2019,1100,12.43,41.1,0,0.01,29.95,76,48.4,49,1054,41.6,1,ESE | 123,26,ESE | 119,11.9
11/30/2019,1000,12.43,41.5,0.01,0.01,29.98,81,47,48,809,41.6,1,ESE | 117,22.4,ESE | 119,11.6
11/30/2019,900,12.43,39.1,0,0,29.99,73,47.2,48,809,41.6,1,ESE | 112,22.3,SE | 135,10.6
11/30/2019,800,12.43,37.4,0,0,30,69,47,47.7,752,41.6,1,E | 89,20.1,E | 84,11.8
11/30/2019,700,12.45,37.3,0,0,30,71,46.1,46.7,559,41.6,1,E | 92,16.4,E | 97,9.9
11/30/2019,600,12.45,37.3,0,0,30.01,71,46.2,46.7,559,41.6,1,E | 90,16.7,E | 91,10.4
11/30/2019,500,12.48,37.4,0,0,29.99,73,45.4,45.9,459,41.6,1,E | 86,15.2,E | 99,11
11/30/2019,400,12.49,37.5,0,0,30,74,45.1,45.7,311,41.6,1,E | 90,18.2,E | 86,10.5
11/30/2019,300,12.51,37.7,0,0,30.02,77,44.5,45.1,259,41.6,1,E | 98,16.8,E | 100,10.3
11/30/2019,200,12.54,37.8,0,0,30.02,81,43.3,44.2,151,41.6,1,E | 87,14.5,ESE | 112,9.5
11/30/2019,100,12.57,37.8,0,0,30,85,42.1,42.4,25,41.6,1,ENE | 68,13.7,ENE | 62,11
11/30/2019,0,12.41,38,0,0.02,30.01,85,42,52.2,1511,35.3,58,ENE | 72,13,ENE | 66,10.1
11/29/2019,2300,12.41,38.3,0,0.02,30,86,42,52.2,1511,35.3,58,ENE | 73,12.7,ENE | 72,10
11/29/2019,2200,12.41,38.6,0,0.02,30.01,87,42,52.2,1511,35.3,58,E | 80,11.9,ENE | 63,9.4
11/29/2019,2100,12.41,39.4,0,0.02,30,90,42.2,52.2,1511,35.3,58,E | 79,11.6,E | 79,9.4
11/29/2019,2000,12.41,39.7,0,0.02,29.98,93,41.5,52.2,1511,35.3,58,E | 90,11.3,ENE | 74,7
11/29/2019,1900,12.41,41.1,0,0.02,29.96,93,42.8,52.2,1511,35.3,58,E | 88,10.1,E | 80,6.6
11/29/2019,1800,12.41,40.4,0,0.02,29.95,88,43.9,52.2,1511,35.3,58,E | 83,7.1,E | 82,4
11/29/2019,1700,12.41,37.8,0,0.02,29.93,65,49.1,52.2,1511,35.3,58,SW | 229,6.8,SSW | 206,2.9
11/29/2019,1600,12.41,38.5,0,0.02,29.91,64,50.1,52.2,1511,35.3,58,SW | 223,9.9,WSW | 240,4.2
11/29/2019,1500,12.41,39.3,0,0.02,29.9,64,50.8,52.2,1410,35.3,58,SW | 229,12.1,SW | 222,4.9
11/29/2019,1400,12.41,43.2,0,0.02,29.87,79,49.2,51.9,1357,35.3,58,SSE | 161,7.9,SW | 223,2.5
11/29/2019,1300,12.41,41,0.01,0.02,29.87,81,46.6,51.5,1010,35.3,58,SSE | 156,11.7,SSW | 204,3.5
11/29/2019,1200,12.41,41.6,0,0.01,29.86,79,47.6,51.5,1010,35.3,58,E | 92,6.4,E | 85,3.7
11/29/2019,1100,12.41,39,0.01,0.01,29.86,71,48.3,51.5,1010,35.3,58,E | 100,10,WNW | 282,3.4
11/29/2019,1000,12.41,40.4,0,0,29.85,76,47.8,51,958,35.3,58,ESE | 113,8.1,E | 95,4.9
11/29/2019,900,12.41,39.2,0,0,29.82,85,43.3,45.3,849,35.3,58,E | 84,9,E | 84,7.2
11/29/2019,800,12.41,37.2,0,0,29.8,90,40,41.4,800,35.3,58,ENE | 75,11.5,E | 81,7.8
11/29/2019,700,12.41,36.8,0,0,29.77,93,38.6,39.8,659,35.3,58,E | 84,10.6,ENE | 78,8.2
11/29/2019,600,12.43,36.5,0,0,29.75,93,38.3,39.6,33,35.3,58,E | 85,8.6,ENE | 75,7.1
11/29/2019,500,12.43,36.1,0,0,29.73,94,37.7,39.6,33,35.3,58,E | 85,8.7,E | 87,6.6
11/29/2019,400,12.47,35.8,0,0,29.72,94,37.4,39.6,33,35.3,58,E | 88,9.1,E | 91,7
11/29/2019,300,12.5,35.8,0,0,29.71,93,37.7,39.6,33,35.3,58,E | 85,9.2,E | 84,7.5
11/29/2019,200,12.51,36.1,0,0,29.71,93,37.9,39.6,33,35.3,58,E | 81,10,E | 85,7.3
11/29/2019,100,12.54,35.4,0,0,29.69,94,37.1,39.6,33,35.3,58,E | 84,10.2,E | 87,8.2
11/29/2019,0,12.2,35.7,0,0,29.68,93,37.6,52,1052,35.9,1,E | 86,9,E | 89,7.2
11/28/2019,2300,12.2,36.1,0,0,29.68,90,38.7,52,1052,36.6,639,E | 82,8.9,E | 87,5.9
11/28/2019,2200,12.2,37,0,0,29.67,86,40.9,52,1052,36.6,639,NNE | 28,5.4,ENE | 75,2.6
11/28/2019,2100,12.2,36.2,0,0,29.66,84,40.7,52,1052,36.6,639,NE | 42,9.2,E | 81,4.9
11/28/2019,2000,12.2,36.2,0,0,29.64,81,41.7,52,1052,36.6,639,NE | 37,7.7,NNE | 18,2.5
11/28/2019,1900,12.2,36.7,0,0,29.62,80,42.6,52,1052,36.6,639,NNE | 30,10.5,NNE | 31,5
11/28/2019,1800,12.2,37.1,0,0,29.62,77,43.9,52,1052,36.6,639,NNE | 29,12.6,N | 9,7.7
11/28/2019,1700,12.2,36.5,0,0,29.6,71,45.4,52,1052,36.6,639,NNE | 29,14,NE | 36,7.6
11/28/2019,1600,12.2,36.2,0,0,29.59,64,47.6,52,1052,36.6,639,NE | 35,14.7,NE | 39,9.3
11/28/2019,1500,12.2,36.5,0,0,29.58,62,49.1,52,1052,36.6,639,NNE | 30,14.9,NE | 44,8.4
11/28/2019,1400,12.2,36.9,0,0,29.58,61,49.7,52,1052,36.6,639,NNE | 18,9.7,NNE | 24,5.4
11/28/2019,1300,12.2,37.9,0,0,29.58,66,48.7,52,1052,36.6,639,N | 354,12.8,NNE | 24,5.9
11/28/2019,1200,12.2,39.6,0,0,29.6,70,48.9,52,1052,36.6,639,N | 357,13.8,N | 0,5.9
11/28/2019,1100,12.2,40.4,0,0,29.61,71,49.5,52,1052,36.6,639,ENE | 61,8,N | 3,3.5
11/28/2019,1000,12.2,40.5,0,0,29.62,83,45.3,47.3,926,36.6,639,E | 93,8.8,ENE | 61,5.8
11/28/2019,900,12.2,39.1,0,0,29.61,86,43.1,44.6,900,36.6,639,E | 84,10.8,ENE | 61,7.5
11/28/2019,800,12.2,36.2,0,0,29.6,92,38.4,40.6,800,36.6,639,E | 88,11.7,ENE | 71,7.8
11/28/2019,700,12.2,35.4,0,0,29.6,91,37.8,40,251,36.6,639,ENE | 77,12.3,ENE | 65,8.6
11/28/2019,600,12.2,35.6,0,0,29.59,90,38.3,40,251,37.7,545,ENE | 78,11.7,ENE | 67,8.3
11/28/2019,500,12.2,36.1,0,0,29.59,89,39.1,40,251,38.2,9,ENE | 74,13.5,ENE | 73,10.5
11/28/2019,400,12.2,36.4,0,0,29.59,88,39.7,40,251,38.2,9,ENE | 75,14,E | 79,10.8
11/28/2019,300,12.2,36.4,0,0,29.59,88,39.6,40,251,38.2,9,ENE | 75,14.5,E | 85,10.7
11/28/2019,200,12.29,36.5,0,0,29.58,90,39.3,39.6,146,38.2,9,ENE | 69,14.7,ENE | 61,11.8
11/28/2019,100,12.41,36.5,0,0,29.58,91,38.8,39.4,20,38.2,9,ENE | 77,14.4,E | 84,11.4
11/28/2019,0,12.39,36.9,0,0.21,29.59,94,38.6,51.4,1412,37.3,2230,E | 79,12.8,ENE | 71,9.8
11/27/2019,2300,12.39,37,0,0.21,29.58,94,38.7,51.4,1412,37.3,2230,ENE | 77,12.3,ENE | 76,9.7
11/27/2019,2200,12.39,37.3,0,0.21,29.58,94,38.8,51.4,1412,37.8,2048,ENE | 77,12.5,ENE | 71,9.7
11/27/2019,2100,12.39,37.4,0,0.21,29.57,94,39,51.4,1412,37.8,2048,E | 79,11.3,ENE | 76,8.6
11/27/2019,2000,12.39,38.5,0,0.21,29.56,95,39.9,51.4,1412,39.4,1920,ENE | 78,10.6,ENE | 73,8.6
11/27/2019,1900,12.39,39.1,0,0.21,29.55,94,40.8,51.4,1412,40.1,1843,E | 98,9,E | 80,5.8
11/27/2019,1800,12.39,39.8,0.04,0.21,29.55,91,42.2,51.4,1412,41.3,702,SE | 132,9.2,SE | 130,4.1
11/27/2019,1700,12.39,38.8,0.03,0.17,29.55,84,43.5,51.4,1412,41.3,702,SSE | 166,11.4,SSW | 203,4.4
11/27/2019,1600,12.39,38,0,0.14,29.55,75,45.5,51.4,1412,41.3,702,SW | 216,6.1,SSW | 200,3.2
11/27/2019,1500,12.39,37.3,0,0.14,29.55,66,48,51.4,1412,41.3,702,SW | 236,11.9,WSW | 244,6
11/27/2019,1400,12.39,38.3,0,0.14,29.55,70,47.4,49.5,1356,41.3,702,S | 179,7.8,SSE | 148,3
11/27/2019,1300,12.39,37.9,0,0.14,29.56,76,45.1,49.4,1107,41.3,702,SW | 236,11.5,WNW | 283,5.9
11/27/2019,1200,12.39,39.3,0,0.14,29.59,74,47,49.4,1107,41.3,702,WNW | 286,15.2,W | 280,8
11/27/2019,1100,12.39,42.1,0,0.14,29.6,85,46.2,47.9,1100,41.3,702,SE | 125,8.3,E | 100,3.5
11/27/2019,1000,12.39,42.3,0,0.14,29.6,91,44.8,47.6,107,41.3,702,E | 94,12.6,E | 83,7.1
11/27/2019,900,12.39,39.9,0,0.14,29.6,89,43,47.6,107,41.3,702,NNE | 15,21.7,NNW | 347,9.2
11/27/2019,800,12.39,39.6,0.06,0.14,29.6,90,42.4,47.6,107,41.3,702,N | 9,14.5,NW | 325,5.8
11/27/2019,700,12.39,38.9,0,0.08,29.58,88,42.3,47.6,107,41.4,659,NE | 51,14.8,N | 3,7.1
11/27/2019,600,12.41,39,0.01,0.08,29.57,86,43,47.6,107,42.1,548,N | 3,31.4,NW | 323,10.2
11/27/2019,500,12.42,40.4,0,0.07,29.58,88,43.9,47.6,107,43.3,324,ESE | 112,18.7,SW | 225,2.9
11/27/2019,400,12.43,40.5,0,0.07,29.58,88,43.7,47.6,107,43.3,324,NNE | 16,12.1,NNW | 344,4.9
11/27/2019,300,12.44,42,0.06,0.07,29.59,88,45.4,47.6,107,44.6,300,NW | 309,27.4,WNW | 288,10.3
11/27/2019,200,12.46,42.5,0.01,0.01,29.59,84,47,47.6,107,46.1,150,W | 266,9.5,W | 271,3.9
11/27/2019,100,12.46,42.8,0,0,29.61,85,47,47.5,100,46.5,21,NNW | 328,11.4,NW | 317,4.7
11/27/2019,0,12.45,44.8,0.01,0.98,29.62,90,47.6,52.7,923,43.3,720,WNW | 285,24.8,NNW | 330,10.2
11/26/2019,2300,12.46,45.5,0,0.97,29.62,96,46.7,52.7,923,43.3,720,S | 188,7.5,SSE | 162,3.9
11/26/2019,2200,12.46,44.9,0.01,0.97,29.61,96,46,52.7,923,43.3,720,SE | 135,8.3,SE | 144,5.1
11/26/2019,2100,12.46,45.6,0.02,0.96,29.61,98,46.2,52.7,923,43.3,720,NNE | 33,11.2,N | 0,5.1
11/26/2019,2000,12.46,47.5,0.6,0.94,29.64,98,48.1,52.7,923,43.3,720,SW | 221,35.5,S | 181,18
11/26/2019,1900,12.46,46.7,0.21,0.34,29.57,96,47.9,52.7,923,43.3,720,SSE | 160,41.2,SSE | 165,26
11/26/2019,1800,12.46,44.2,0.05,0.13,29.65,91,46.8,52.7,923,43.3,720,SSE | 158,35.9,SSE | 148,20.9
11/26/2019,1700,12.46,41.8,0.05,0.08,29.71,87,45.4,52.7,923,43.3,720,SE | 138,31.4,SE | 131,10.9
11/26/2019,1600,12.46,42,0.02,0.03,29.8,86,45.9,52.7,923,43.3,720,ESE | 120,13.3,SE | 145,7.6
11/26/2019,1500,12.46,41.9,0.01,0.01,29.83,80,47.8,52.7,923,43.3,720,SSE | 167,13.1,SE | 133,4.7
