id,Species,chao,chao.se,jack1,jack1.se,jack2,boot,boot.se,n
TOKA-016,18,30.604166666666668,10.492355227934606,27.166666666666664,4.393808775488023,32.36666666666667,22.066293724279838,2.2488849618147166,6
TOKA-017,27,41.583333333333336,13.059248886573894,35.75,4.461642074393687,41.32142857142857,30.861859560012817,2.3607356469101757,8
TOKA-018,31,54.333333333333336,22.65686062395524,40.333333333333336,3.783002922429629,47.39047619047619,35.05467389473344,1.9976532193311682,15
TOKA-019,18,33.125,13.212407363282942,26.25,5.494315243958978,30.75,21.67578125,2.7529031861197804,4
TOKA-020,24,32.40277777777778,6.770946105423631,33.166666666666664,5.257270098529168,37.3,28.26024519890261,2.9362587956295303,6
TOKA-021,15,17.734375,3.2534630738116963,19.375,2.361805453461398,20.553571428571427,17.169766008853912,1.34299210940992,8
TOKA-022,22,29.46666666666667,7.019971509913698,29.46666666666667,3.271425105702746,33.18095238095238,25.5231506648773,2.0269680743932406,15
TOKA-023,20,29.77777777777778,9.457724867576866,27.333333333333332,3.4960294939005054,31.727272727272727,23.235861504465817,1.6918243337149466,12
TOKA-024,24,24.790123456790123,1.2181069958847734,27.555555555555557,2.2222222222222223,24.541666666666668,26.40903200914601,1.7380613799288334,9
TOKA-025,16,17.02857142857143,1.4958835644808606,19.6,2.244994432064365,17.822222222222223,18.2311804696,1.694183996582284,10
TOKA-026,17,19.25,2.5433737436719754,21.5,3.0618621784789726,22.5,19.2890625,2.194283566700929,4
TOKA-027,33,48.75,12.667009315540902,43.5,5.651327277728657,49.92857142857143,37.70394468307495,3.1548216012140515,8
TOKA-028,29,39.208333333333336,7.28072095121386,40.666666666666664,6.433419688539594,45.733333333333334,34.441915294924556,3.434338365379013,6
TOKA-029,28,50.153846153846146,18.690883136599926,39.07692307692308,4.615384615384615,46.903846153846146,32.70006856453748,2.3981219212445066,13
TOKA-030,30,39.529411764705884,8.52007602675763,38.470588235294116,4.389354848512383,43.10294117647058,33.816962160396564,2.2148354795404814,17
TOKA-031,18,18.261904761904763,0.6394467360772774,19.833333333333332,1.296362432175337,16.196969696969695,19.56791188295478,1.2275608710571408,12
TOKA-032,24,29.207142857142856,4.596894153671402,32.1,3.3,34.32222222222222,27.9653368053,2.011912329708525,10
TOKA-033,18,30.675,9.70765805949097,27.75,6.5812232905440915,32.583333333333336,22.42578125,3.4711927456061034,4
TOKA-034,35,48.6125,11.283590477436693,44.9,5.01098792654702,50.85555555555556,39.5668718152,2.890953450876,10
TOKA-035,27,45.75,13.52081728298996,39.5,8.684276980075351,46.833333333333336,32.52634173525377,4.601436437970433,6
TOKA-036,35,48.75,11.391471590624278,45,6.179143806533246,51.054545454545455,39.53000182984162,3.2811545383438467,11
TOKA-037,24,29.0625,4.552428953317119,30.75,4.479118216792229,33.25,27.25,2.462214450449026,4
TOKA-038,17,20.375,3.717042675299814,21.5,2.806243040080456,23.166666666666668,19.15625,1.6271020058681016,4
TOKA-039,25,37.322916666666664,9.18457156812697,36.375,6.438410129837956,42.267857142857146,30.11886316537857,3.8535324607333963,8
TOKA-040,21,25.339285714285715,3.9240059278581487,27.75,4.130677910464576,29.916666666666668,24.296875,2.371244975614076,4
TOKA-041,24,27.88888888888889,4.585717673861109,28.666666666666668,2.4944382578492945,30.585714285714285,26.362458760234947,1.4504123109879,15
TOKA-042,39,45.913636363636364,5.095697460315159,50.7,4.809365862564419,53.27777777777778,44.8581531925,2.7775245515930274,10
TOKA-043,33,39.302083333333336,5.0703934197874245,42.166666666666664,4.199867722784718,45.233333333333334,37.45698302469136,2.561250970857806,6
TOKA-044,26,41.42857142857143,12.421180068162375,36.285714285714285,4.370588154508101,42.47619047619048,30.5040258978584,2.091975653652589,7
TOKA-045,22,29.202380952380953,5.785877002834913,31.166666666666664,4.579543888011362,34.766666666666666,26.329689643347052,2.687581601091671,6
TOKA-046,32,36.06349206349206,3.8312306735886885,39.111111111111114,3.8999841721742765,40.56944444444444,35.67152892370646,2.4321113274815316,9
TOKA-047,25,40.68,11.623204377451167,36.2,6.273754856543249,42.35,30.01792,2.983635177698505,5
TOKA-048,17,54.5,44.791182167922294,24.5,4.541475531146237,29.166666666666668,20.2421875,2.1587253680919556,4
TOKA-049,21,22.928571428571427,2.222499577767753,25.5,4.286607049870562,26.166666666666668,23.359375,3.119330795118562,4
TOKA-050,28,37,7.035623639735144,37,6.652067347825035,41,32.19140625,3.7215698834579123,4
TOKA-051,18,21.125,2.8726212985703494,23,4.743416490252569,23,20.5,2.5,2
TOKA-052,24,31.714285714285715,6.004371585279411,33,5.937171043518958,36.666666666666664,28.2421875,3.2625864302488217,4
TOKA-053,25,27.7,2.962262648719725,30.4,2.5806975801127883,30.933333333333337,27.856556547100002,1.8310938886141592,10
TOKA-054,20,21.333333333333332,1.8618986725025257,23.333333333333332,2.1081851067789192,23.333333333333332,21.843878600823047,1.5067635276305853,6
TOKA-055,28,46.486111111111114,16.020797713039755,38.083333333333336,5.423073134507981,44.97727272727273,32.3160926798768,2.714449011184421,12
TOKA-056,16,22.075,5.464304621816027,22.75,3.944933459514875,25.583333333333332,19.1640625,2.094551502373181,4
TOKA-057,29,42.642105263157895,10.625403104623093,40.368421052631575,4.49930742592895,46.88011695906433,34.03099912414122,2.2459903820909717,19
TOKA-058,22,26.82142857142857,4.298132518744397,29.5,4.031128874149275,31.766666666666666,25.6755615569273,2.566493865131317,6
TOKA-059,18,19.6875,1.985420492301316,22.5,3.0618621784789726,22.833333333333332,20.4140625,2.620613429350798,4
TOKA-060,29,47.900000000000006,18.87498344370135,37.4,3.4019602192461527,43.590476190476195,32.570713462560505,1.8435147872877895,15
TOKA-061,29,42.55294117647058,10.560150989798185,40.294117647058826,3.7940036462581412,46.74632352941177,34.00408082806208,2.10346477997081,17
TOKA-062,13,16.2,3.219937887599697,17,4.242640687119285,17,15,2.449489742783178,2
TOKA-063,18,24,5.744562646538029,24,3.24037034920393,26.666666666666668,20.80078125,1.7620565086422277,4
TOKA-064,29,35.48214285714286,5.19747550204787,38.42857142857143,4.668609896676626,41.523809523809526,33.60293876579608,2.585384107915183,7
TOKA-065,18,25.59375,6.902095045392015,24.75,4.643543905251677,27.916666666666668,21.10546875,2.8257689383198756,4
TOKA-066,23,26.40277777777778,3.456747926054175,28.833333333333332,3.395258131243894,30.3,25.91934585048011,2.3275183753199267,6
TOKA-067,24,35.36363636363636,9.76215072496115,33.09090909090909,3.9417242524870546,38.32727272727273,28.037916150954615,2.0754127646589327,11
TOKA-068,24,35.29333333333334,9.120261204836432,34.266666666666666,4.129030017920539,39.77619047619047,28.556247487684246,2.2287655675927582,15
TOKA-069,26,36.5,7.599342076785332,36.5,6.955213871621778,41.166666666666664,30.87890625,3.697151613568334,4
TOKA-070,24,31.77857142857143,6.198754342090514,33.9,4.637887450122092,37.72222222222223,28.6558801181,2.6998543046951857,10
TOKA-071,21,24.675,3.7541477062044324,26.25,3.799671038392666,28.083333333333332,23.55859375,2.6744750461466147,4
TOKA-072,15,21,5.744562646538029,21,3.872983346207417,23.666666666666668,17.7890625,2.1907202859091233,4
TOKA-073,21,31.125,9.479418494823403,27.75,3.944933459514875,31.25,24.0546875,2.020630292097926,4
TOKA-074,15,21.805555555555557,6.979264556158907,20.833333333333332,3.8550111687401256,23.9,17.640324931412895,2.194187029137804,6
TOKA-075,25,31.482142857142858,5.269162757609672,33.25,4.763139720814412,36.416666666666664,28.9296875,2.5347078041351727,4
TOKA-076,16,22.125,6.329905870811456,21.25,4.175823272122517,23.75,18.42578125,2.4081484748969357,4
TOKA-077,24,28.05,4.36870976376321,29.4,2.2045407685048604,31.355555555555558,26.6922566144,1.4563799444579866,10
TOKA-078,24,84,69.7137002317335,34,5.916079783099616,41.46666666666667,28.174618484224965,2.9487084168079076,6
TOKA-079,29,66.92592592592592,29.613822944253087,43.22222222222222,6.409868934158203,53.62500000000001,34.97546129781484,2.9602094371103647,9
TOKA-080,39,59.82692307692308,12.898258061486834,56.53846153846154,7.029944405412838,66.41025641025641,46.77671014376773,3.5138736891078888,13
TOKA-081,31,50.339285714285715,12.308838954158793,45.25,9.093266739736606,52.416666666666664,37.4609375,4.468469997783777,4
TOKA-082,30,39.166666666666664,7.719024117939607,39.166666666666664,3.9668767451373017,43.71212121212121,34.19662766759171,2.2686702393097793,12
TOKA-083,21,31.8,8.54447189708059,30,7.297259759663212,34.333333333333336,25.1171875,3.933273711533911,4
TOKA-084,19,79,69.7137002317335,29,4.654746681256314,36.46666666666667,23.153485082304528,2.0471439783405354,6
TOKA-085,25,30.357142857142858,4.575651748252133,32.5,4.541475531146237,35.166666666666664,28.62109375,2.682587147458762,4
TOKA-086,29,47.75,13.52081728298996,41.5,6.089608635481704,48.833333333333336,34.51483196159122,2.910228550934901,6
TOKA-087,12,39,32.863353450309965,18,4.163331998932265,20.833333333333332,14.703703703703704,1.9209337007244338,3
TOKA-088,17,18.25,1.963203164898291,19.5,1.4433756729740645,19.9,18.363233024691358,1.0780506878382854,6
TOKA-089,29,42.29230769230769,10.369404244154929,40.07692307692308,4.410852672871216,46.352564102564095,34.01261259530055,2.42201046610019,13
TOKA-090,18,20.1875,2.640578771784701,22.375,2.361805453461398,22.910714285714285,20.277285158634186,1.6369472553590014,8
TOKA-091,16,31.1875,15.2654250882509,22.75,4.479118216792229,26.583333333333332,18.984375,2.3451558283779352,4
TOKA-092,16,20.166666666666668,3.7422759959187446,21,5.612486080160912,21,18.5,3.278719262151,2
TOKA-093,15,20,4.47213595499958,20,4.847679857416329,20,17.5,2.598076211353316,2
TOKA-094,22,28.25,5.327796605226842,29.5,4.373213921133975,32.5,25.546875,2.377825211064724,4
TOKA-095,22,25.40277777777778,3.456747926054175,27.833333333333332,3.395258131243894,29.3,24.936321159122087,2.189211853033045,6
TOKA-096,19,24,5.477225575051661,24,2.41522945769824,26.4,21.310892489711936,1.3277718408999348,6
TOKA-097,22,32.41666666666667,8.997009534037161,30.333333333333336,4.6844897741850655,34.86666666666667,25.76406035665295,2.481294805400812,6
TOKA-098,23,31,6.811754546370561,31,4.732863826479693,34.75,26.69728,2.6437323241205783,5
TOKA-099,28,32.244897959183675,3.978522694090527,35.42857142857143,3.5312020269452216,36.747252747252745,31.819337275892018,2.1863934123610576,14
TOKA-100,28,34.48214285714286,5.19747550204787,37.42857142857143,4.668609896676626,40.523809523809526,32.52882970288133,2.7020528555888625,7
TOKA-101,24,33.1875,6.622383032659014,34.5,6.031169040907409,38.833333333333336,28.93359375,3.0412984825500007,4
TOKA-102,30,36.666666666666664,5.140014891653501,40,5,43.2,34.876907578875176,3.012946744367355,6
TOKA-103,36,40.93827160493827,4.171629925094383,44.888888888888886,4.097575314352395,46.54166666666667,40.589608382844204,2.694318170149612,9
TOKA-104,24,24.685714285714287,1.0967856561380642,27.428571428571427,2.842821248876057,24.333333333333332,26.413406464507624,2.175189628638018,7
TOKA-105,11,14.0625,3.28125,14.5,3.278719262151,14.5,12.75,1.7853571071357126,2
TOKA-106,11,14.375,3.717042675299814,15.5,2.806243040080456,17.166666666666668,13.1484375,1.6350164551446416,4
TOKA-107,9,12,3.4641016151377544,12,2.7386127875258306,12,10.5,1.5,2
TOKA-108,15,17.083333333333332,2.5344843876242584,19.166666666666668,2.266911751455907,19.833333333333332,17.131858710562415,1.4050968272300264,6
TOKA-109,20,24.444444444444443,4.196804584952679,26.666666666666668,3.72677996249965,28.8,23.254200960219478,2.222170025485544,6
TOKA-110,15,21.125,6.329905870811456,20.25,4.175823272122517,22.75,17.41015625,2.3913365720002564,4
TOKA-111,20,27.363636363636363,6.504416808333313,28.18181818181818,4.065578140908709,31.863636363636363,23.71952224266316,2.247323123369573,11
TOKA-112,28,33.236363636363635,4.107174276914319,37.6,6.788225099390856,39.849999999999994,32.81824,4.058640573196891,5
TOKA-113,11,12.041666666666666,1.445879362059515,13.5,2.692582403567252,13.5,12.25,1.6393596310755,2
TOKA-114,27,30.9375,3.542708180192097,34.875,4.75821657766857,35.839285714285715,31.029310941696167,3.0369924655852727,8
TOKA-115,25,27.045454545454547,2.314669799559266,30.454545454545453,2.603240193322973,29.47272727272727,28.082699420141033,1.8680187986240933,11
TOKA-116,15,16.5625,1.980536806440786,18.75,2.0766559657295187,19.25,16.9609375,1.7270926787795002,4
TOKA-117,8,20.25,15.75,11.5,3.278719262151,11.5,9.75,1.7853571071357126,2
TOKA-119,24,27.272727272727273,3.5433560223080103,29.454545454545453,3.226952608963427,30.681818181818176,26.836436152327515,1.7520247348471898,11
TOKA-120,23,28.625,4.996092222927835,30.5,3.593976442141304,33.3,26.59186385459534,2.0976987824134254,6
TOKA-121,14,20.25,5.625,19,5.1478150704935,19,16.5,2.8722813232690143,2
TOKA-122,9,10.5625,2.03125,11.5,2.29128784747792,11.5,10.25,1.299038105676658,2
TOKA-123,13,52,22.638117744194194,19.5,6.264982043070834,19.5,16.25,3.2691742076555053,2
TOKA-124,23,29.75,6.0093676872030395,30.5,3.3541019662496847,33.833333333333336,26.48840449245542,1.9909976515448669,6
TOKA-125,16,17.36111111111111,1.6203703703703702,19.5,3.278719262151,19.5,17.75,1.7853571071357126,2
TOKA-126,27,57.15384615384616,24.352117793441316,39.92307692307692,4.796448390190737,49.44230769230769,32.39964520465471,2.228935312435687,13
TOKA-127,31,38.824074074074076,5.784600310033302,41.833333333333336,5.387743291748205,45.7,36.210433813443075,3.0069006455468337,6
TOKA-129,33,66.88235294117646,31.473171966505344,44.294117647058826,4.261357712064666,53.22794117647059,37.72320986285079,2.1677757651761307,17
TOKA-130,16,20.166666666666668,3.7422759959187446,21,4.743416490252569,21,18.5,2.5,2
TOKA-131,31,40.375,6.5251915680690935,42.25,7.996092795859738,46.75,36.328125,4.385005300381631,4
TOKA-132,14,24.083333333333336,8.997041694871667,19.5,5.267826876426369,19.5,16.75,2.7726341266023544,2
TOKA-133,19,26.5625,6.155589008508175,27.25,4.763139720814412,30.75,22.86328125,2.5079676499904138,4
TOKA-134,9,15.125,6.80590276892052,12.5,3.278719262151,12.5,10.75,1.7853571071357126,2
TOKA-135,21,39.40909090909091,18.397723763265425,29.18181818181818,3.8354587472234525,35.07272727272728,24.50871211480826,2.083936877896679,11
TOKA-136,24,48.64583333333333,20.347377464330037,35.375,6.160610765175804,43.19642857142857,28.864714741706848,3.1669767705466185,8
TOKA-137,24,29.56818181818182,5.571022002920541,30.363636363636363,2.405228464604173,33.14545454545455,27.089203004358346,1.6299378093957617,11
TOKA-138,21,38.60416666666667,13.799881899907293,31.833333333333336,5.833333333333333,38.36666666666667,25.73883316186557,2.904304644792704,6
TOKA-139,17,18.77777777777778,1.9259259259259258,21,4.242640687119285,21,19,2.449489742783178,2
TOKA-140,7,7.2,0.5366563145999496,8,0.7071067811865476,8,7.5,0.5,2
TOKA-141,13,28.125,14.584077361972543,18.5,5.454356057317857,18.5,15.75,2.947456530637899,2
TOKA-142,19,41.6875,21.615288643110922,27.25,5.629165124598851,32.083333333333336,22.62890625,2.7327199232103787,4
TOKA-143,18,20.25,2.5433737436719754,22.5,3.0618621784789726,23.5,20.29296875,2.0851290275480405,4
TOKA-144,21,30.333333333333336,9.051294157518354,28,3.6228441865473595,32.07142857142857,24.135090589523315,2.0651151484361656,8
TOKA-145,12,12.892857142857142,1.2823794619955924,14.5,2.692582403567252,14.5,13.25,1.6393596310755,2
TOKA-146,15,17.34375,2.8480822083684663,18.75,2.968585521759479,19.916666666666668,16.84765625,1.8017554306386696,4
TOKA-147,5,9,6,7,2,7,6,1.224744871391589,2
TOKA-148,15,25.125,9.479418494823403,21.75,3.75,25.25,18.0390625,1.8131565351876682,4
TOKA-149,18,54.75,33.1346684003326,28.5,6.955213871621778,34.833333333333336,22.55859375,3.3941131790883077,4
TOKA-150,10,30.25,24.75,14.5,4.272001872658765,14.5,12.25,2.277608394786075,2
TOKA-151,9,15.125,6.80590276892052,12.5,3.278719262151,12.5,10.75,1.7853571071357126,2
TOKA-152,15,22.5625,6.53125,20.5,5.454356057317857,20.5,17.75,2.947456530637899,2
TOKA-153,20,31.25,10.473180032826706,27.5,4.232808366400098,31.9,23.356974451303156,2.289994669300362,6
TOKA-154,28,29.866666666666667,2.494438257849294,31.733333333333334,1.8666666666666667,31.980952380952385,30.159120069119634,1.390680671429414,15
TOKA-155,23,47.64583333333333,20.347377464330037,34.375,6.572908412567453,42.19642857142857,27.79916286468506,3.3731510226465518,8
TOKA-156,21,25.82142857142857,4.298132518744397,28.5,4.232808366400098,30.766666666666666,24.66263717421125,2.608490891790686,6
TOKA-158,17,35.75,18.30727314484601,24.5,5.44288526426931,28.833333333333332,20.3046875,2.8941174004078944,4
TOKA-159,16,22.05,5.165317028024515,21.5,5.454356057317857,21.5,18.75,2.947456530637899,2
TOKA-161,17,21.339285714285715,3.9240059278581487,23.75,4.130677910464576,25.916666666666668,20.2890625,2.4016672065658367,4
TOKA-162,15,17.285714285714285,2.375776687486571,19,3.872983346207417,19,17,2.1213203435596424,2
TOKA-163,14,20.25,5.625,19,4.743416490252569,19,16.5,2.5,2
TOKA-164,18,33.84375,12.48351451978268,27.75,5.8576872569299905,32.916666666666664,22.36328125,2.7323402027197194,4
TOKA-165,12,16,4,16,3.872983346207417,16,14,2.1213203435596424,2
TOKA-166,11,12.041666666666666,1.445879362059515,13.5,2.29128784747792,13.5,12.25,1.299038105676658,2
TOKA-167,13,14.285714285714286,1.6198477414681165,16,3.391164991562634,16,14.5,2.0615528128088303,2
TOKA-168,13,16.375,3.717042675299814,17.5,2.806243040080456,19.166666666666668,15.15625,1.8368515012106994,4
TOKA-169,23,28.653846153846153,5.649036415711578,29.46153846153846,3.1075399810344857,32.282051282051285,26.041682755251262,2.0131051259374995,13
TOKA-170,27,42.90588235294118,12.01459781073146,39.23529411764706,4.142780438037414,46.56985294117647,32.38519550261328,2.1605293721596963,17
TOKA-172,27,32.359375,5.38081648406227,33.125,4.19635258289863,35.80357142857143,29.977696657180786,2.481740410583675,8
TOKA-173,10,11.25,1.6770509831248424,12.5,2.692582403567252,12.5,11.25,1.6393596310755,2
TOKA-174,15,26.34375,9.502993463410622,23.25,5.0682837331783235,27.416666666666668,18.73046875,2.6607699365547255,4
TOKA-176,14,32,16.97056274847714,20,6.082762530298219,20,17,3.3166247903554,2
TOKA-178,10,10,0,10,0,10,10,0,1
