Project,Study Area,Transect Name,Point Name,Protocol,Date,Start Time,End Time,Sample Number,Sample Distance,Sample Bearing,Ring Infiltrometer Diameter,Water Volume,Bulk Density Diameter,Bulk Density Height,Carbon 0-10 cm,Clay 0-10 cm,Sand 0-10 cm,Silt 0-10 cm,Carbon 10-40 cm,Clay 10-40 cm,Sand 10-40 cm,Silt 10-40 cm,Grazed This Year,Bare Ground,Litter Depth,Catenal Position,Water Infiltration Time 1,Water Infiltration Time 2,Water Infiltration Time 3,Water Infiltration Time 4,Extrapolated,Bulk Density Wet Wt,Bulk Density Dry Wt,Bulk Density Rock Wt,Bulk Density Rock Vol,Max Depth,Researcher,Other Observers Count,Other Observers Names,Event Remarks,Observation Remarks,Status
TOMKAT,SMA-11-01,TOKA,TOKA-006,RMN_SOIL_SAMPLE_V1,1/7/2015,NA,NA,1,9,98,15.2,450,5.1,7.5,2.9,17.5,36.2,46.2,2,22.5,33.8,43.8,1,0,1.2,,0:00:49,0:02:43,0:00:00,NA,0,248.2,193.4,0.7,3,35,"Preston, Mel",0,NA,,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-006,RMN_SOIL_SAMPLE_V1,1/7/2015,NA,NA,2,3,274,15.2,450,5.1,7.5,2.9,17.5,36.2,46.2,2,22.5,33.8,43.8,1,0,0.5,,0:00:29,0:02:34,0:00:00,NA,0,249.5,203.2,0.8,2,38,"Preston, Mel",0,NA,,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-006,RMN_SOIL_SAMPLE_V1,1/7/2015,NA,NA,3,37,337,15.2,450,5.1,7.5,2.9,17.5,36.2,46.2,2,22.5,33.8,43.8,1,2,1.5,,0:06:42,0:16:56,0:00:00,NA,0,245.8,186.3,1.1,3,37,"Preston, Mel",0,NA,,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-006,RMN_SOIL_SAMPLE_V1,1/7/2015,NA,NA,4,15,4,15.2,450,5.1,7.5,2.9,17.5,36.2,46.2,2,22.5,33.8,43.8,1,10,0.8,,0:01:44,0:07:53,0:00:00,NA,0,241.2,186.5,4.3,6,37,"Preston, Mel",0,NA,,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-006,RMN_SOIL_SAMPLE_V1,1/7/2015,NA,NA,5,42,218,15.2,450,5.1,7.5,2.9,17.5,36.2,46.2,2,22.5,33.8,43.8,1,0,7.5,,0:02:51,0:08:54,0:00:00,NA,0,253.6,195.4,2.1,5,36,"Preston, Mel",0,NA,,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-006,RMN_SOIL_SAMPLE_V1,1/18/2018,NA,NA,1,9,98,15.2,450,5.1,7.5,3.1,0,0,0,2.2,22.5,33.8,43.8,1,0,3,SH,0:01:31,,,NA,0,195.3,130.9,0,0,40,"Weverka, Jacob",0,NA,"Southwest facing, mild slope. Grassland w/ scattered coyote brush. Evidence of recent grazing by cattle",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-006,RMN_SOIL_SAMPLE_V1,1/18/2018,NA,NA,2,3,274,15.2,450,5.1,7.5,3.1,0,0,0,2.2,22.5,33.8,43.8,1,0,4,SH,0:05:32,,,NA,0,258,198.6,0,0,40,"Weverka, Jacob",0,NA,"Southwest facing, mild slope. Grassland w/ scattered coyote brush. Evidence of recent grazing by cattle",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-006,RMN_SOIL_SAMPLE_V1,1/18/2018,NA,NA,3,37,337,15.2,450,5.1,7.5,3.1,0,0,0,2.2,22.5,33.8,43.8,1,1,4,SH,1:14:24,,,NA,1,294.4,232.5,0,0,40,"Weverka, Jacob",0,NA,"Southwest facing, mild slope. Grassland w/ scattered coyote brush. Evidence of recent grazing by cattle",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-006,RMN_SOIL_SAMPLE_V1,1/18/2018,NA,NA,4,15,4,15.2,450,5.1,7.5,3.1,0,0,0,2.2,22.5,33.8,43.8,1,0,5,SH,0:02:34,,,NA,0,247.3,187.5,0,0,40,"Weverka, Jacob",0,NA,"Southwest facing, mild slope. Grassland w/ scattered coyote brush. Evidence of recent grazing by cattle",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-006,RMN_SOIL_SAMPLE_V1,1/18/2018,NA,NA,5,42,218,15.2,450,5.1,7.5,3.1,0,0,0,2.2,22.5,33.8,43.8,1,0,0,SH,0:03:26,,,NA,0,257.5,200.5,1.6,1,40,"Weverka, Jacob",0,NA,"Southwest facing, mild slope. Grassland w/ scattered coyote brush. Evidence of recent grazing by cattle",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-006,RMN_SOIL_SAMPLE_V1,2/1/2021,NA,NA,1,9,98,15.2,450,5.1,7.5,3.1,0,0,0,2,25,30,45,1,0,3,SH,0:01:50,,,NA,0,210.4,156,0,0,35,"Preston, Mel",0,NA,"SW over pond; Harding short and less thatchy, some CB, recent rains all infiltrated - soils at field capacity, nice.",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-006,RMN_SOIL_SAMPLE_V1,2/1/2021,NA,NA,2,3,274,15.2,450,5.1,7.5,3.1,0,0,0,2,25,30,45,1,0,2,SH,0:09:42,,,NA,0,231.8,176.7,0,0,40,"Preston, Mel",0,NA,"SW over pond; Harding short and less thatchy, some CB, recent rains all infiltrated - soils at field capacity, nice.",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-006,RMN_SOIL_SAMPLE_V1,2/1/2021,NA,NA,3,37,337,15.2,450,5.1,7.5,3.1,0,0,0,2,25,30,45,1,0,2,SH,0:01:28,,,NA,0,227.9,170.1,3.3,1,40,"Preston, Mel",0,NA,"SW over pond; Harding short and less thatchy, some CB, recent rains all infiltrated - soils at field capacity, nice.",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-006,RMN_SOIL_SAMPLE_V1,2/1/2021,NA,NA,4,15,4,15.2,450,5.1,7.5,3.1,0,0,0,2,25,30,45,1,0,3,SH,0:03:08,,,NA,0,237.4,184.7,0,0,38,"Preston, Mel",0,NA,"SW over pond; Harding short and less thatchy, some CB, recent rains all infiltrated - soils at field capacity, nice.",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-006,RMN_SOIL_SAMPLE_V1,2/1/2021,NA,NA,5,42,218,15.2,450,5.1,7.5,3.1,0,0,0,2,25,30,45,1,6,2,MS,0:13:33,,,NA,0,257.8,205.1,1.1,0,40,"Preston, Mel",0,NA,"SW over pond; Harding short and less thatchy, some CB, recent rains all infiltrated - soils at field capacity, nice.",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-006,RMN_SOIL_SAMPLE_V1,3/18/2024,NA,NA,1,9,98,15.2,450,5.1,7.5,2.6,0,0,0,1.7,22.5,35,42.5,0,0,0,MS,0:19:26,,,NA,0,190,136.3,0,0,40,"Fanucchi, Krista",0,NA,"scrub, hillside, gopher activity. Re-sampled 1ME",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-006,RMN_SOIL_SAMPLE_V1,3/18/2024,NA,NA,2,3,274,15.2,450,5.1,7.5,2.6,0,0,0,1.7,22.5,35,42.5,0,1,1.5,MS,0:38:00,,,NA,0,236.8,165,0,0,40,"Fanucchi, Krista",0,NA,"scrub, hillside, gopher activity. Re-sampled 1ME",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-006,RMN_SOIL_SAMPLE_V1,3/18/2024,NA,NA,3,37,337,15.2,450,5.1,7.5,2.6,0,0,0,1.7,22.5,35,42.5,0,0,0,MS,1:11:18,,,NA,1,270,207.3,0,0,40,"Fanucchi, Krista",0,NA,"scrub, hillside, gopher activity. Re-sampled 1ME",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-006,RMN_SOIL_SAMPLE_V1,3/18/2024,NA,NA,4,15,4,15.2,450,5.1,7.5,2.6,0,0,0,1.7,22.5,35,42.5,0,1,0.5,MS,0:32:05,,,NA,0,250.8,179.3,0,0,40,"Fanucchi, Krista",0,NA,"scrub, hillside, gopher activity. Re-sampled 1ME",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-006,RMN_SOIL_SAMPLE_V1,3/18/2024,NA,NA,5,42,218,15.2,450,5.1,7.5,2.6,0,0,0,1.7,22.5,35,42.5,0,4,0,MS,0:39:15,,,NA,0,263.7,219.1,0.2,0,40,"Fanucchi, Krista",0,NA,"scrub, hillside, gopher activity. Re-sampled 1ME",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-007,RMN_SOIL_SAMPLE_V1,1/6/2015,NA,NA,1,50,171,15.2,450,5.1,7.5,2,20,41.2,38.8,1.4,27.5,33.8,38.8,1,7,1.5,,0:01:23,0:13:21,0:00:00,NA,0,265.7,211.9,1.7,2,36,"Preston, Mel",0,NA,,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-007,RMN_SOIL_SAMPLE_V1,1/6/2015,NA,NA,2,32,89,15.2,450,5.1,7.5,2,20,41.2,38.8,1.4,27.5,33.8,38.8,1,4,1,,0:01:25,0:03:46,0:00:00,NA,0,264.6,214.2,7.1,4,33,"Preston, Mel",0,NA,,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-007,RMN_SOIL_SAMPLE_V1,1/6/2015,NA,NA,3,32,67,15.2,450,5.1,7.5,2,20,41.2,38.8,1.4,27.5,33.8,38.8,1,1,2.5,,0:10:42,0:38:50,0:00:00,NA,0,233.4,211.9,4.6,4,29,"Preston, Mel",0,NA,,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-007,RMN_SOIL_SAMPLE_V1,1/6/2015,NA,NA,4,27,120,15.2,450,5.1,7.5,2,20,41.2,38.8,1.4,27.5,33.8,38.8,1,1,2,,0:04:26,0:17:23,0:00:00,NA,0,275,223.3,2.2,2,32,"Preston, Mel",0,NA,,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-007,RMN_SOIL_SAMPLE_V1,1/6/2015,NA,NA,5,14,170,15.2,450,5.1,7.5,2,20,41.2,38.8,1.4,27.5,33.8,38.8,1,4,1,,0:02:34,0:14:07,0:00:00,NA,0,297.9,244.4,3.7,3,32,"Preston, Mel",0,NA,,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-007,RMN_SOIL_SAMPLE_V1,1/18/2018,NA,NA,1,50,171,15.2,450,5.1,7.5,2.3,0,0,0,1.4,27.5,32.5,40,1,0,3,MS,0:10:13,,,NA,0,235.8,180,0,0,40,"Weverka, Jacob",0,NA,"W-facing slope above eroded gully. Colonized somewhat with BAPI, all below waist height. Lots of juncus in point as well, mix of annual and perennial grasses.",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-007,RMN_SOIL_SAMPLE_V1,1/18/2018,NA,NA,2,32,89,15.2,450,5.1,7.5,2.3,0,0,0,1.4,27.5,32.5,40,1,0,4,SH,0:01:15,,,NA,0,267.6,208,10.6,6,40,"Weverka, Jacob",0,NA,"W-facing slope above eroded gully. Colonized somewhat with BAPI, all below waist height. Lots of juncus in point as well, mix of annual and perennial grasses.",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-007,RMN_SOIL_SAMPLE_V1,1/18/2018,NA,NA,3,32,67,15.2,450,5.1,7.5,2.3,0,0,0,1.4,27.5,32.5,40,1,0,3,SH,0:11:51,,,NA,0,286.7,226.8,3.1,3,40,"Weverka, Jacob",0,NA,"W-facing slope above eroded gully. Colonized somewhat with BAPI, all below waist height. Lots of juncus in point as well, mix of annual and perennial grasses.",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-007,RMN_SOIL_SAMPLE_V1,1/18/2018,NA,NA,4,27,120,15.2,450,5.1,7.5,2.3,0,0,0,1.4,27.5,32.5,40,1,0,2,SH,0:07:54,,,NA,0,253.5,196.9,3.7,2,40,"Weverka, Jacob",0,NA,"W-facing slope above eroded gully. Colonized somewhat with BAPI, all below waist height. Lots of juncus in point as well, mix of annual and perennial grasses.",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-007,RMN_SOIL_SAMPLE_V1,1/18/2018,NA,NA,5,14,170,15.2,450,5.1,7.5,2.3,0,0,0,1.4,27.5,32.5,40,1,0,3,MS,0:01:20,,,NA,0,262.4,207.3,1.5,1,40,"Weverka, Jacob",0,NA,"W-facing slope above eroded gully. Colonized somewhat with BAPI, all below waist height. Lots of juncus in point as well, mix of annual and perennial grasses.",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-007,RMN_SOIL_SAMPLE_V1,1/11/2021,NA,NA,1,50,171,15.2,450,5.1,7.5,2.4,0,0,0,1.3,32.5,30,37.5,1,0,1,MS,0:01:37,,,NA,0,260.6,201.5,0.9,0,30,"Preston, Mel",0,NA,"First soil point of the season. 2nd resample (2015,18). Step 1m South. Mostly brown, green up barely visible (lots of oatgrass).",dry clay bedrock,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-007,RMN_SOIL_SAMPLE_V1,1/11/2021,NA,NA,2,32,89,15.2,450,5.1,7.5,2.4,0,0,0,1.3,32.5,30,37.5,1,0,1,MS,0:40:03,,,NA,0,253.4,197.9,2.5,2,38,"Preston, Mel",0,NA,"First soil point of the season. 2nd resample (2015,18). Step 1m South. Mostly brown, green up barely visible (lots of oatgrass).",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-007,RMN_SOIL_SAMPLE_V1,1/11/2021,NA,NA,3,32,67,15.2,450,5.1,7.5,2.4,0,0,0,1.3,32.5,30,37.5,1,0,2,MS,0:01:32,,,NA,0,269.6,212.2,5.6,3,30,"Preston, Mel",0,NA,"First soil point of the season. 2nd resample (2015,18). Step 1m South. Mostly brown, green up barely visible (lots of oatgrass).",dry clay bedrock,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-007,RMN_SOIL_SAMPLE_V1,1/11/2021,NA,NA,4,27,120,15.2,450,5.1,7.5,2.4,0,0,0,1.3,32.5,30,37.5,1,0,1,MS,0:01:08,,,NA,0,272.5,218.3,1.9,1,30,"Preston, Mel",0,NA,"First soil point of the season. 2nd resample (2015,18). Step 1m South. Mostly brown, green up barely visible (lots of oatgrass).",dry clay bedrock,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-007,RMN_SOIL_SAMPLE_V1,1/11/2021,NA,NA,5,14,170,15.2,450,5.1,7.5,2.4,0,0,0,1.3,32.5,30,37.5,1,0,1,MS,0:02:56,,,NA,0,243.8,192,1.2,1,40,"Preston, Mel",0,NA,"First soil point of the season. 2nd resample (2015,18). Step 1m South. Mostly brown, green up barely visible (lots of oatgrass).",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-007,RMN_SOIL_SAMPLE_V1,3/18/2024,NA,NA,1,50,171,15.2,450,5.1,7.5,2.1,0,0,0,1.1,30,31.2,38.8,1,5,1,MS,0:29:50,,,NA,0,237,185.3,1,0,40,"Fanucchi, Krista",0,NA,"scrubby SW facing slope, above drainage with some erosion. Just below old road, re-sampled 1 M east. ",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-007,RMN_SOIL_SAMPLE_V1,3/18/2024,NA,NA,2,32,89,15.2,450,5.1,7.5,2.1,0,0,0,1.1,30,31.2,38.8,1,0,0,MS,0:53:00,,,NA,1,265.5,204.9,5,2,40,"Fanucchi, Krista",0,NA,"scrubby SW facing slope, above drainage with some erosion. Just below old road, re-sampled 1 M east. ",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-007,RMN_SOIL_SAMPLE_V1,3/18/2024,NA,NA,3,32,67,15.2,450,5.1,7.5,2.1,0,0,0,1.1,30,31.2,38.8,1,0,1,MS,1:09:43,,,NA,1,230.4,174.4,2.1,1,40,"Fanucchi, Krista",0,NA,"scrubby SW facing slope, above drainage with some erosion. Just below old road, re-sampled 1 M east. ",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-007,RMN_SOIL_SAMPLE_V1,3/18/2024,NA,NA,4,27,120,15.2,450,5.1,7.5,2.1,0,0,0,1.1,30,31.2,38.8,1,2,0.5,MS,0:53:00,,,NA,1,265.4,206.9,1.2,0,40,"Fanucchi, Krista",0,NA,"scrubby SW facing slope, above drainage with some erosion. Just below old road, re-sampled 1 M east. ",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-007,RMN_SOIL_SAMPLE_V1,3/18/2024,NA,NA,5,14,170,15.2,450,5.1,7.5,2.1,0,0,0,1.1,30,31.2,38.8,1,2,0,MS,1:32:58,,,NA,1,251.2,195,1,0,32,"Fanucchi, Krista",0,NA,"scrubby SW facing slope, above drainage with some erosion. Just below old road, re-sampled 1 M east. ",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-013,RMN_SOIL_SAMPLE_V1,1/14/2015,NA,NA,1,37,350,15.2,450,5.1,7.5,0,0,0,0,0,0,0,0,1,1,2,,0:00:05,0:00:16,0:00:00,NA,0,200.5,146.1,0.6,1,37,"Preston, Mel",0,NA,"NO LAB DATA. UNKNOWN WHAT HAPPENED, HAVE CHECKED U OF IDAHO RESULTS.",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-013,RMN_SOIL_SAMPLE_V1,1/14/2015,NA,NA,2,48,136,15.2,450,5.1,7.5,0,0,0,0,0,0,0,0,1,0,2.5,,0:00:08,0:00:27,0:00:00,NA,0,213,162.8,1.1,1,36,"Preston, Mel",0,NA,"NO LAB DATA. UNKNOWN WHAT HAPPENED, HAVE CHECKED U OF IDAHO RESULTS.",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-013,RMN_SOIL_SAMPLE_V1,1/14/2015,NA,NA,3,38,223,15.2,450,5.1,7.5,0,0,0,0,0,0,0,0,1,0,2,,0:00:59,0:04:47,0:00:00,NA,0,230.4,174.6,2.9,2,36,"Preston, Mel",0,NA,"NO LAB DATA. UNKNOWN WHAT HAPPENED, HAVE CHECKED U OF IDAHO RESULTS.",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-013,RMN_SOIL_SAMPLE_V1,1/14/2015,NA,NA,4,46,290,15.2,450,5.1,7.5,0,0,0,0,0,0,0,0,1,0,3.5,,0:02:58,0:05:48,0:00:00,NA,0,234.2,171.1,1.2,2,37,"Preston, Mel",0,NA,"NO LAB DATA. UNKNOWN WHAT HAPPENED, HAVE CHECKED U OF IDAHO RESULTS.",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-013,RMN_SOIL_SAMPLE_V1,1/14/2015,NA,NA,5,6,17,15.2,450,5.1,7.5,0,0,0,0,0,0,0,0,1,0,1,,0:00:12,0:00:34,0:00:00,NA,0,221.9,174.7,0.7,1,37,"Preston, Mel",0,NA,"NO LAB DATA. UNKNOWN WHAT HAPPENED, HAVE CHECKED U OF IDAHO RESULTS.",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-013,RMN_SOIL_SAMPLE_V1,2/13/2018,NA,NA,1,37,350,15.2,450,5.1,7.5,4.1,0,0,0,2.8,40,18.8,41.2,0,0,5,MS,0:00:10,,,NA,0,235.8,170.4,0,0,40,"Weverka, Jacob",0,NA,North facing moderate slope with BAPI in some areas. Lots of DAGL throughout point. Point above Eucalyptus grove over ravine. Subpoints located with GPS,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-013,RMN_SOIL_SAMPLE_V1,2/13/2018,NA,NA,2,48,136,15.2,450,5.1,7.5,4.1,0,0,0,2.8,40,18.8,41.2,0,2,2,MS,0:02:32,,,NA,0,226,169.6,0,0,40,"Weverka, Jacob",0,NA,North facing moderate slope with BAPI in some areas. Lots of DAGL throughout point. Point above Eucalyptus grove over ravine. Subpoints located with GPS,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-013,RMN_SOIL_SAMPLE_V1,2/13/2018,NA,NA,3,38,223,15.2,450,5.1,7.5,4.1,0,0,0,2.8,40,18.8,41.2,0,1,2,MS,0:00:22,,,NA,0,241.6,182.4,0,0,40,"Weverka, Jacob",0,NA,North facing moderate slope with BAPI in some areas. Lots of DAGL throughout point. Point above Eucalyptus grove over ravine. Subpoints located with GPS,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-013,RMN_SOIL_SAMPLE_V1,2/13/2018,NA,NA,4,46,290,15.2,450,5.1,7.5,4.1,0,0,0,2.8,40,18.8,41.2,0,0,2,MS,0:00:50,,,NA,0,222.8,168.4,0,0,40,"Weverka, Jacob",0,NA,North facing moderate slope with BAPI in some areas. Lots of DAGL throughout point. Point above Eucalyptus grove over ravine. Subpoints located with GPS,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-013,RMN_SOIL_SAMPLE_V1,2/13/2018,NA,NA,5,6,17,15.2,450,5.1,7.5,4.1,0,0,0,2.8,40,18.8,41.2,0,0,8,MS,0:00:27,,,NA,0,194.9,144.5,0,0,40,"Weverka, Jacob",0,NA,North facing moderate slope with BAPI in some areas. Lots of DAGL throughout point. Point above Eucalyptus grove over ravine. Subpoints located with GPS,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-013,RMN_SOIL_SAMPLE_V1,2/25/2022,NA,NA,1,37,350,15.2,450,5.1,7.5,4.4,0,0,0,2.8,43.8,17.5,38.8,1,4,0,MS,0:05:22,,,NA,0,209.1,162.7,0,0,40,"Noda, Sophie",0,NA,,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-013,RMN_SOIL_SAMPLE_V1,2/25/2022,NA,NA,2,48,136,15.2,450,5.1,7.5,4.4,0,0,0,2.8,43.8,17.5,38.8,1,6,0.3,SH,0:00:13,,,NA,0,230.1,184.7,0,0,40,"Noda, Sophie",0,NA,,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-013,RMN_SOIL_SAMPLE_V1,2/25/2022,NA,NA,3,38,223,15.2,450,5.1,7.5,4.4,0,0,0,2.8,43.8,17.5,38.8,1,4,0.1,MS,0:00:30,,,NA,0,159.6,119.6,0,0,40,"Noda, Sophie",0,NA,,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-013,RMN_SOIL_SAMPLE_V1,2/25/2022,NA,NA,4,46,290,15.2,450,5.1,7.5,4.4,0,0,0,2.8,43.8,17.5,38.8,1,1,0.8,MS,0:00:17,,,NA,0,165.4,124,0,0,40,"Noda, Sophie",0,NA,,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-013,RMN_SOIL_SAMPLE_V1,2/25/2022,NA,NA,5,6,17,15.2,450,5.1,7.5,4.4,0,0,0,2.8,43.8,17.5,38.8,1,1,0.4,MS,0:00:04,,,NA,0,213.1,161.2,0.1,0,40,"Noda, Sophie",0,NA,,5 is at 10m because of a large coyotebrush shrub,RAW
